SIM4ME,,,,,,,,,,,,,,,,,,,,,,,
#TYPE,FROM ENGINE,FROM SYMBOL,FROM VALUE INFO,FROM VALUE UOM,TO ENGINE,TO SYMBOL,TO VALUE INFO,TO VALUE UOM,PERIOD,EQUATION,DESCRIPTION,CONV TYPE,TOLERANCE,MIN SCALE,MAX SCALE,LOW LIMIT,HI LIMIT,MISC1,MISC2,MISC3,MISC4,MISC5,COMMENTS
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGHS0229.FBCIN,1FSS52:5,,,IGN #2 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49234,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGES0276.FBCIN,1FSS57:7,,,IGN CORNER B7     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49286,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGES0256.FBCIN,1FSS55:7,,,IGN CORNER B5     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49266,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGHS0239.FBCIN,1FSS53:5,,,IGN #3 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49244,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGHS0259.FBCIN,1FSS55:5,,,IGN #5 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49264,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGHS0249.FBCIN,1FSS54:5,,,IGN #4 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49254,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGHS0219.FBCIN,1FSS51:5,,,IGN #1 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49224,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGES0266.FBCIN,1FSS56:7,,,IGN CORNER B6     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49276,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSO0263.FBCIN,1FSS56:4,,,IGN #6 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49276,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSC0233.FBCIN,1FSS53:6,,,IGN #3 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49246,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGHS0289.FBCIN,1FSS58:5,,,IGN #8 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49294,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSO0283.FBCIN,1FSS58:4,,,IGN #8 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49296,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSC0213.FBCIN,1FSS51:6,,,IGN #1 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49226,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSC0243.FBCIN,1FSS54:6,,,IGN #4 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49256,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSC0253.FBCIN,1FSS55:6,,,IGN #5 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49266,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSC0273.FBCIN,1FSS57:6,,,IGN #7 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49286,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSC0263.FBCIN,1FSS56:6,,,IGN #6 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49276,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSO0243.FBCIN,1FSS54:4,,,IGN #4 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49256,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSC0223.FBCIN,1FSS52:6,,,IGN #2 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49236,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSC0283.FBCIN,1FSS58:6,,,IGN #8 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49296,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSO0253.FBCIN,1FSS55:4,,,IGN #5 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49266,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGES0226.FBCIN,1FSS52:7,,,IGN CORNER B2     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49236,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSO0223.FBCIN,1FSS52:4,,,IGN #2 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49236,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGES0216.FBCIN,1FSS51:7,,,IGN CORNER B1     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49226,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSO0273.FBCIN,1FSS57:4,,,IGN #7 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49286,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSO0233.FBCIN,1FSS53:4,,,IGN #3 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49246,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGZSO0213.FBCIN,1FSS51:4,,,IGN #1 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49226,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1B_IGN:IGHS0279.FBCIN,1FSS57:5,,,IGN #7 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49284,IVO = 0,,,,,
D,SCP,1B_IGN:IGBC0214.COUT,1FSS51:9,,DYN,DIGOUT,,,,IGN #1 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49224,,,,,,
D,SCP,1B_IGN:IGBC0224.COUT,1FSS52:9,,DYN,DIGOUT,,,,IGN #2 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49234,,,,,,
D,SCP,1B_IGN:IGBC0234.COUT,1FSS53:9,,DYN,DIGOUT,,,,IGN #3 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49244,,,,,,
D,SCP,1B_IGN:IGBC0244.COUT,1FSS54:9,,DYN,DIGOUT,,,,IGN #4 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49254,,,,,,
D,SCP,1B_IGN:IGBC0254.COUT,1FSS55:9,,DYN,DIGOUT,,,,IGN #5 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49264,,,,,,
D,SCP,1B_IGN:IGBC0264.COUT,1FSS56:9,,DYN,DIGOUT,,,,IGN #6 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49274,,,,,,
D,SCP,1B_IGN:IGBC0274.COUT,1FSS57:9,,DYN,DIGOUT,,,,IGN #7 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49286,,,,,,
D,SCP,1B_IGN:IGBC0284.COUT,1FSS58:9,,DYN,DIGOUT,,,,IGN #8 ENERGIZE   TRANSFORMER,>,0.5,,,,,COUT : 1CPFSS : D1I49296,,,,,,
D,SCP,1B_IGN:IGZCC0213.COUT,1FSS51:10,,DYN,DIGOUT,,,,IGN #1 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49226,,,,,,
D,SCP,1B_IGN:IGZCC0223.COUT,1FSS52:10,,DYN,DIGOUT,,,,IGN #2 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49236,,,,,,
D,SCP,1B_IGN:IGZCC0233.COUT,1FSS53:10,,DYN,DIGOUT,,,,IGN #3 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49246,,,,,,
D,SCP,1B_IGN:IGZCC0243.COUT,1FSS54:10,,DYN,DIGOUT,,,,IGN #4 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49256,,,,,,
D,SCP,1B_IGN:IGZCC0253.COUT,1FSS55:10,,DYN,DIGOUT,,,,IGN #5 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49266,,,,,,
D,SCP,1B_IGN:IGZCC0263.COUT,1FSS56:10,,DYN,DIGOUT,,,,IGN #6 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49276,,,,,,
D,SCP,1B_IGN:IGZCC0273.COUT,1FSS57:10,,DYN,DIGOUT,,,,IGN #7 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49294,,,,,,
D,SCP,1B_IGN:IGZCC0283.COUT,1FSS58:10,,DYN,DIGOUT,,,,IGN #8 CLOSE      VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49296,,,,,,
D,SCP,1B_IGN:IGZCO0213.COUT,1FSS51:11,,DYN,DIGOUT,,,,IGN #1 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49226,,,,,,
D,SCP,1B_IGN:IGZCO0223.COUT,1FSS52:11,,DYN,DIGOUT,,,,IGN #2 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49236,,,,,,
D,SCP,1B_IGN:IGZCO0233.COUT,1FSS53:11,,DYN,DIGOUT,,,,IGN #3 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49246,,,,,,
D,SCP,1B_IGN:IGZCO0243.COUT,1FSS54:11,,DYN,DIGOUT,,,,IGN #4 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49256,,,,,,
D,SCP,1B_IGN:IGZCO0253.COUT,1FSS55:11,,DYN,DIGOUT,,,,IGN #5 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49266,,,,,,
D,SCP,1B_IGN:IGZCO0263.COUT,1FSS56:11,,DYN,DIGOUT,,,,IGN #6 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49276,,,,,,
D,SCP,1B_IGN:IGZCO0273.COUT,1FSS57:11,,DYN,DIGOUT,,,,IGN #7 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49286,,,,,,
D,SCP,1B_IGN:IGZCO0283.COUT,1FSS58:11,,DYN,DIGOUT,,,,IGN #8 OPEN       VALVE,>,0.5,,,,,COUT : 1CPFSS : D1I49296,,,,,,
D,SCP,1B_IGN:IGBC0215.COUT,1FSS51:12,,DYN,DIGOUT,,,,IGN #1 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49224,,,,,,
D,SCP,1B_IGN:IGBC0225.COUT,1FSS52:12,,DYN,DIGOUT,,,,IGN #2 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49234,,,,,,
D,SCP,1B_IGN:IGBC0235.COUT,1FSS53:12,,DYN,DIGOUT,,,,IGN #3 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49244,,,,,,
D,SCP,1B_IGN:IGBC0245.COUT,1FSS54:12,,DYN,DIGOUT,,,,IGN #4 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49254,,,,,,
D,SCP,1B_IGN:IGBC0255.COUT,1FSS55:12,,DYN,DIGOUT,,,,IGN #5 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49264,,,,,,
D,SCP,1B_IGN:IGBC0265.COUT,1FSS56:12,,DYN,DIGOUT,,,,IGN #6 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49274,,,,,,
D,SCP,1B_IGN:IGBC0275.COUT,1FSS57:12,,DYN,DIGOUT,,,,IGN #7 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49284,,,,,,
D,SCP,1B_IGN:IGBC0285.COUT,1FSS58:12,,DYN,DIGOUT,,,,IGN #8 START PERM,>,0.5,,,,,COUT : 1CPFSS : D1I49294,,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:BMES0301.FBCIN,1FSS64:7,,,ELEVATION AC      PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49301,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:BMES0302.FBCIN,1FSS61:7,,,ELEVATION DC      PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49301,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUISH0320.FBCIN,1FSS62:6,,,MILL CURRENT HIGH,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49301,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PULSH0317.FBCIN,1FSS61:4,,,PULV LUBE OIL SMP LEVEL NORMAL,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49301,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUPSL0317.FBCIN,1FSS62:1,,,PULV LUBE OIL LOW PRESSURE,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49301,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUTSH0321.FBCIN,1FSS62:5,,,PULV AIR TEMP GT  200F,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49303,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUZSC0319.FBCIN,1FSS64:3,,,HOT AIR GATE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49303,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUZSO0319.FBCIN,1FSS64:4,,,HOT AIR GATE      OPENED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49303,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUTSL0321.FBCIN,1FSS62:4,,,PULV AIR TEMP LT  200F,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49304,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUZSO0312.FBCIN,1FSS62:3,,,SEAL AIR VALVE    OPENED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49304,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUZSO0318.FBCIN,1FSS61:5,,,COLD AIR GATE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49304,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:CFFSH0010C.FBCIN,1FSS13:1,,,COAL ON BELT C,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49310,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUZSN0301.FBCIN,1FSS61:8,,,MILL BKR RACKED IN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49307,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUZSC0301.FBCIN,1FSS61:1,,,MILL ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49307,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:CFZSO0301.FBCIN,1FSS64:2,,,FEEDER OFF,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49312,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:CFZSC0301.FBCIN,1FSS64:1,,,FEEDER ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49312,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:CFHSR0301.FBCIN,1FSS64:8,,,FEEDER IN REMOTE,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49312,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1CMILL:PUZSO0301.FBCIN,1FSS61:2,,,MILL OFF,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49307,IVO = 0,,,,,
D,SCP,1CMILL:PUCC134.COUT,1FSS14:6,,DYN,DIGOUT,,,,MILL HIGH TEMP TO SOE,>,0.5,,,,,COUT : 1CPFSS : D1I49303,,,,,,
D,SCP,1CMILL:PUCC127.COUT,1FSS14:5,,DYN,DIGOUT,,,,MILL LOW LO PRESS TO SOE,>,0.5,,,,,COUT : 1CPFSS : D1I49301,,,,,,
D,SCP,1CMILL:CFZCC0301.COUT,1FSS64:9,,DYN,DIGOUT,,,,FEEDER RUN        COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49312,,,,,,
D,SCP,1CMILL:PUZCO0301A.COUT,1FSS61:10,,DYN,DIGOUT,,,,MILL STOP COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49307,,,,,,
D,SCP,1CMILL:PUZCC0301.COUT,1FSS61:9,,DYN,DIGOUT,,,,MILL START COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49307,,,,,,
D,SCP,1CMILL:PUZCO0301B.COUT,1FSS64:10,,DYN,DIGOUT,,,,MILL STOP COMMAND REDUNDANT,>,0.5,,,,,COUT : 1CPFSS : D1I49307,,,,,,
D,SCP,1CMILL:PUZCC0319.COUT,1FSS64:11,,DYN,DIGOUT,,,,HOT AIR GATE       CLOSE COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49303,,,,,,
D,SCP,1CMILL:PUZCO0319.COUT,1FSS64:12,,DYN,DIGOUT,,,,HOT AIR GATE OPEN COMMAND,>,0.5,,,,,COUT : 1CPFSS : D1I49303,,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGES0336.FBCIN,1FSS73:7,,,IGN CORNER C3     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49346,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGFS0313.FBCIN,1FSS71:3,,,IGN #1 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49324,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGFS0323.FBCIN,1FSS72:3,,,IGN #2 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49334,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGFS0333.FBCIN,1FSS73:3,,,IGN #3 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49344,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGFS0343.FBCIN,1FSS74:3,,,IGN #4 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49354,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGFS0353.FBCIN,1FSS75:3,,,IGN #5 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49364,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGFS0363.FBCIN,1FSS76:3,,,IGN #6 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49374,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGFS0373.FBCIN,1FSS77:3,,,IGN #7 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49384,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGFS0383.FBCIN,1FSS78:3,,,IGN #8 OIL FLOW   PROVEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49394,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGES0346.FBCIN,1FSS74:7,,,IGN CORNER C4     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49356,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGHS0369.FBCIN,1FSS76:5,,,IGN #6 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49374,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGES0386.FBCIN,1FSS78:7,,,IGN CORNER C8     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49396,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGHS0329.FBCIN,1FSS72:5,,,IGN #2 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49334,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGES0376.FBCIN,1FSS77:7,,,IGN CORNER C7     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49386,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGES0356.FBCIN,1FSS75:7,,,IGN CORNER C5     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49366,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGHS0339.FBCIN,1FSS73:5,,,IGN #3 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49344,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGHS0359.FBCIN,1FSS75:5,,,IGN #5 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49364,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGHS0349.FBCIN,1FSS74:5,,,IGN #4 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49354,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGHS0319.FBCIN,1FSS71:5,,,IGN #1 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49324,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGES0366.FBCIN,1FSS76:7,,,IGN CORNER C6     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49376,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSO0363.FBCIN,1FSS76:4,,,IGN #6 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49376,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSC0333.FBCIN,1FSS73:6,,,IGN #3 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49346,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGHS0389.FBCIN,1FSS78:5,,,IGN #8 LOCAL      START PB,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49394,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSO0383.FBCIN,1FSS78:4,,,IGN #8 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49396,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSC0313.FBCIN,1FSS71:6,,,IGN #1 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49326,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSC0343.FBCIN,1FSS74:6,,,IGN #4 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49356,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSC0353.FBCIN,1FSS75:6,,,IGN #5 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49366,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSC0373.FBCIN,1FSS77:6,,,IGN #7 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49386,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSC0363.FBCIN,1FSS76:6,,,IGN #6 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49376,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSO0343.FBCIN,1FSS74:4,,,IGN #4 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49356,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSC0323.FBCIN,1FSS72:6,,,IGN #2 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49336,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSC0383.FBCIN,1FSS78:6,,,IGN #8 VALVE      CLOSED,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49396,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSO0353.FBCIN,1FSS75:4,,,IGN #5 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49366,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGES0326.FBCIN,1FSS72:7,,,IGN CORNER C2     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49336,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGZSO0323.FBCIN,1FSS72:4,,,IGN #2 VALVE OPEN,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49336,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGES0316.FBCIN,1FSS71:7,,,IGN CORNER C1     AC PWR ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49326,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGBS0312.FBCIN,1FSS71:1,,,IGN #1 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49324,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,1C_IGN:IGBS0322.FBCIN,1FSS72:1,,,IGN #2 FLAME ON,>,0.5,,,ALARM,NORMAL,CIN : 1CPFSS : D1I49334,IVO = 0,,,,,
